featureName,id,class,county,state,latitude,longitude,elev,map,bgnDate,entryDate
Springfield Park Trail,2033118,Trail,Dallas,Texas,325433N,0963523W,446,Rowlett,,18-FEB-2004
Springfield Springs,1377244,Spring,Limestone,Texas,313519N,0963133W,433,Groesbeck,01-JAN-1984,31-DEC-2003
Springfield Trail,2033119,Trail,Limestone,Texas,Unknown,Unknown,,Unknown,,18-FEB-2004
Springfield Trail,2033120,Trail,Travis,Texas,Unknown,Unknown,,Unknown,,18-FEB-2004
FRANCONIA/SPRINGFIELD,2015904,Locale,Fairfax,Virginia,384603N,0771012W,197,Annandale,,13-SEP-1996
Fairfax County Fire and Rescue Department Station 22 Springfield,1491888,Building,Fairfax,Virginia,384557N,0771102W,239,Annandale,,01-MAY-1994
Fairfax County Fire and Rescue Department Station 27 West Springfield,1491893,Building,Fairfax,Virginia,384701N,0771415W,348,Annandale,,01-MAY-1994
Fairfax County Police Department West Springfield District Station,1491918,Building,Fairfax,Virginia,384700N,0771414W,348,Annandale,,01-MAY-1994
Fellowship Baptist Church of West Springfield,2458067,Church,Fairfax,Virginia,384721N,0771431W,361,Annandale,,27-JUN-2008
First Baptist of Springfield Church,1491961,Church,Fairfax,Virginia,384646N,0771148W,269,Annandale,,01-MAY-1994
Franconia-Springfield Metro Station,1934776,Locale,Fairfax,Virginia,384600N,0771000W,197,Annandale,,13-SEP-1996
North Springfield,1493357,Populated Place,Fairfax,Virginia,384815N,0771217W,302,Annandale,,28-SEP-1979
North Springfield Census Designated Place,2389584,Census,Fairfax,Virginia,384809N,0771210W,289,Annandale,,19-FEB-2008
North Springfield Center School,2464782,School,Fairfax,Virginia,384805N,0771226W,276,Annandale,,17-OCT-2008
North Springfield Elementary School,1471647,School,Fairfax,Virginia,384805N,0771228W,276,Annandale,,13-SEP-1996
North Springfield Park,1761490,Park,Fairfax,Virginia,384802N,0771114W,210,Annandale,,28-AUG-1997
North Springfield Post Office,1498907,Post Office,Fairfax,Virginia,384832N,0771320W,269,Annandale,,01-MAY-1994
Springfield,1675143,Populated Place,Albemarle,Virginia,380755N,0782540W,518,Earlysville,,13-NOV-1995
Springfield,1738520,Populated Place,Danville (city),Virginia,363350N,0792600W,535,Danville,,19-MAY-1997
Springfield,1493642,Populated Place,Fairfax,Virginia,384721N,0771114W,246,Annandale,,28-SEP-1979
Springfield,1749323,Populated Place,Fauquier,Virginia,385431N,0775829W,541,Upperville,,09-JUL-1997
Springfield,1496246,Populated Place,Page,Virginia,384216N,0782646W,735,Luray,,28-SEP-1979
Springfield,1497161,Populated Place,Rockbridge,Virginia,373738N,0793514W,1463,Natural Bridge,,28-SEP-1979
Springfield,1791464,Populated Place,Westmoreland,Virginia,381308N,0765908W,20,Colonial Beach South,,20-APR-1998
Springfield,1477980,Populated Place,York,Virginia,371615N,0763805W,46,Williamsburg,,01-DEC-1991
Springfield Academy,2465107,School,Fairfax,Virginia,384826N,0771110W,282,Annandale,,17-OCT-2008
Springfield Baptist Church,1475021,Church,Appomattox,Virginia,372931N,0784604W,682,Vera,,28-SEP-1979
Springfield Branch,1475016,Stream,Westmoreland,Virginia,380602N,0764634W,23,Montross,,28-SEP-1979
Springfield Cemetery,1760228,Cemetery,Henrico,Virginia,373909N,0773605W,276,Glen Allen,,28-AUG-1997
Springfield Census Designated Place,2390341,Census,Fairfax,Virginia,384651N,0771102W,246,Annandale,,19-FEB-2008
Springfield Christian Church,1492008,Church,Fairfax,Virginia,384545N,0771101W,239,Annandale,,01-MAY-1994
Springfield Christian Church,2458249,Church,Fairfax,Virginia,384816N,0771100W,266,Annandale,,27-JUN-2008
Springfield Christian Science Church,1492009,Church,Fairfax,Virginia,384549N,0771100W,239,Annandale,,01-MAY-1994
Springfield Church,1475020,Church,Dinwiddie,Virginia,371451N,0773723W,262,Sutherland,,28-SEP-1979
Springfield Church,1487469,Church,Grayson,Virginia,364101N,0810628W,2572,Brierpatch Mountain,,28-SEP-1979
Springfield Church,1475022,Church,Hanover,Virginia,373552N,0771839W,141,Seven Pines,,28-SEP-1979
Springfield Church,1475024,Church,Hanover,Virginia,374529N,0774402W,285,Montpelier,,28-SEP-1979
Springfield Church,1475023,Church,Henrico,Virginia,373910N,0773603W,276,Glen Allen,,28-SEP-1979
Springfield Church,1475025,Church,Louisa,Virginia,375908N,0781351W,522,Zion Crossroads,,28-SEP-1979
Springfield Church,1475019,Church,Lunenburg,Virginia,370230N,0782125W,518,Meherrin,,28-SEP-1979
Springfield Church,1487470,Church,Page,Virginia,384157N,0782550W,794,Luray,,28-SEP-1979
Springfield Church,1475018,Church,Pittsylvania,Virginia,365641N,0792146W,863,Gretna,,28-SEP-1979
Springfield Church,1475017,Church,Russell,Virginia,365536N,0821330W,1798,Carbo,,28-SEP-1979
Springfield Church of Christ,1492007,Church,Fairfax,Virginia,384634N,0771210W,167,Annandale,,01-MAY-1994
Springfield Commons,2015914,Locale,Fairfax,Virginia,384620N,0771014W,226,Annandale,,13-SEP-1996
Springfield Country Club,1491257,Locale,Fairfax,Virginia,384642N,0771348W,328,Annandale,,28-SEP-1979
Springfield District,1927514,Civil,Fairfax,Virginia,384637N,0772012W,374,Fairfax,,18-JUL-2001
Springfield Elementary School,1487471,School,Page,Virginia,384342N,0782518W,758,Luray,,28-SEP-1979
Springfield Estates,1493643,Populated Place,Fairfax,Virginia,384700N,0771029W,243,Annandale,,28-SEP-1979
Springfield Estates Elementary School,1475026,School,Fairfax,Virginia,384702N,0770950W,253,Annandale,,13-SEP-1996
Springfield Farms,1475027,Locale,Fairfax,Virginia,384010N,0771041W,121,Fort Belvoir,,28-SEP-1979
Springfield Forest,1493644,Populated Place,Fairfax,Virginia,384625N,0770950W,239,Annandale,,28-SEP-1979
Springfield Garden Shopping Center,2015912,Locale,Fairfax,Virginia,384620N,0771101W,239,Annandale,,13-SEP-1996
Springfield Industrial Center,2015909,Locale,Fairfax,Virginia,384550N,0771029W,217,Annandale,,13-SEP-1996
Springfield Lake,1490009,Reservoir,Hanover,Virginia,374519N,0774247W,200,Montpelier,,01-SEP-1992
Springfield Mall Regional Shopping Center,1778902,Locale,Fairfax,Virginia,384628N,0771030W,230,Annandale,,05-FEB-1998
Springfield Mall Square Shopping Center,2015910,Locale,Fairfax,Virginia,384623N,0771044W,236,Annandale,,13-SEP-1996
Springfield Oaks,2015896,Populated Place,Fairfax,Virginia,384333N,0771221W,112,Fort Belvoir,,13-SEP-1996
Springfield Park Elementary School,2465093,School,Henrico,Virginia,373926N,0773355W,272,Glen Allen,,17-OCT-2008
Springfield Plaza Shopping Center,1761406,Locale,Fairfax,Virginia,384648N,0771125W,246,Annandale,,28-AUG-1997
Springfield Post Office,2459385,Post Office,Fairfax,Virginia,384625N,0771108W,236,Annandale,,27-JUN-2008
Springfield Professional Center,1491921,Locale,Fairfax,Virginia,384852N,0771106W,318,Annandale,,01-MAY-1994
Springfield School (historical),1760229,School,Henrico,Virginia,374024N,0773640W,279,Glen Allen,,28-AUG-1997
Springfield Square,2015888,Populated Place,Fairfax,Virginia,384654N,0770954W,249,Annandale,,13-SEP-1996
Springfield Station,1475028,Locale,Fairfax,Virginia,384751N,0771109W,226,Annandale,,28-SEP-1979
Springfield Station,2015892,Populated Place,Fairfax,Virginia,384614N,0771025W,226,Annandale,,13-SEP-1996
Springfield Terrace,2091383,Populated Place,York,Virginia,371622N,0763944W,82,Williamsburg,,17-JUL-2006
Springfield United Methodist Church,1492010,Church,Fairfax,Virginia,384540N,0771119W,236,Annandale,,01-MAY-1994
West Springfield,1493775,Populated Place,Fairfax,Virginia,384621N,0771316W,272,Annandale,,28-SEP-1979
West Springfield Census Designated Place,2390492,Census,Fairfax,Virginia,384638N,0771336W,272,Annandale,,19-FEB-2008
West Springfield Elementary School,1476507,School,Fairfax,Virginia,384609N,0771310W,276,Annandale,,13-SEP-1996
West Springfield High School,1761408,School,Fairfax,Virginia,384711N,0771425W,361,Annandale,,28-AUG-1997
West Springfield Park,1761531,Park,Fairfax,Virginia,384604N,0771310W,249,Annandale,,28-AUG-1997
West Springfield Post Office,1498908,Post Office,Fairfax,Virginia,384657N,0771411W,341,Annandale,,01-MAY-1994
West Springfield Village Park,1491927,Park,Fairfax,Virginia,384552N,0771359W,236,Annandale,,01-MAY-1994
Estate Springfield,1994396,Civil,St. Croix,Virgin Islands,174353N,0645004W,469,Long Point,,01-JAN-2000
Springfield,1614356,Populated Place,St. Croix,Virgin Islands,174352N,0644956W,285,Frederiksted,,26-JAN-1981
Hartness State Airport (Springfield),1461961,Airport,Windsor,Vermont,432034N,0723116W,571,Chester,,01-AUG-1994
North Springfield,1458761,Populated Place,Windsor,Vermont,431958N,0723131W,479,Chester,,29-OCT-1980
North Springfield Baptist Church,1922488,Church,Windsor,Vermont,431958N,0723141W,499,Chester,,11-MAY-2001
North Springfield Bog,1922489,Swamp,Windsor,Vermont,431934N,0723046W,459,Chester,,11-MAY-2001
North Springfield Census Designated Place,2586645,Census,Windsor,Vermont,431948N,0723134W,512,Chester,,10-JUN-2010
North Springfield Dam,1766302,Dam,Windsor,Vermont,432022N,0723033W,469,Chester,,19-DEC-1997
North Springfield Industrial Park,1922490,Locale,Windsor,Vermont,431945N,0723214W,591,Chester,,11-MAY-2001
North Springfield Lake Recreation Area,1922491,Park,Windsor,Vermont,432127N,0723005W,479,Chester,,11-MAY-2001
North Springfield Post Office,1922492,Post Office,Windsor,Vermont,431958N,0723126W,479,Chester,,11-MAY-2001
North Springfield Reservoir,1458762,Reservoir,Windsor,Vermont,432046N,0723024W,469,Chester,01-JAN-1973,29-OCT-1980
Southern State Correctional Facility - Springfield,2121204,Building,Windsor,Vermont,431609N,0722618W,512,Springfield,,04-SEP-2007
Springfield,1459648,Populated Place,Windsor,Vermont,431754N,0722856W,400,Springfield,,29-OCT-1980
Springfield Art and Historical Society Building,1922608,Building,Windsor,Vermont,431641N,0723108W,1270,Chester,,11-MAY-2001
Springfield Art and Historical Society Library,1922607,Building,Windsor,Vermont,431641N,0723108W,1270,Chester,,11-MAY-2001
Springfield Art and Historical Society Museum,1922609,Building,Windsor,Vermont,431954N,0723122W,466,Chester,,11-MAY-2001
Springfield Assembly of God Church,1922610,Church,Windsor,Vermont,431836N,0722918W,814,Springfield,,11-MAY-2001
Springfield Census Designated Place,2378135,Census,Windsor,Vermont,431721N,0722833W,449,Springfield,,11-FEB-2008
Springfield Chamber of Commerce,1922611,Building,Windsor,Vermont,431738N,0722846W,364,Springfield,,11-MAY-2001
Springfield Downtown Historic District,1922612,Park,Windsor,Vermont,431755N,0722854W,423,Springfield,,11-MAY-2001
Springfield Fire Department,2121302,Building,Windsor,Vermont,431733N,0722822W,341,Springfield,,04-SEP-2007
Springfield High School,1922613,School,Windsor,Vermont,431652N,0722841W,577,Springfield,,11-MAY-2001
Springfield Hospital,1922614,Hospital,Windsor,Vermont,431753N,0722941W,594,Springfield,,11-MAY-2001
Springfield Hospital Information Center Library,1922615,Building,Windsor,Vermont,431753N,0722940W,594,Springfield,,11-MAY-2001
Springfield Nature Area,1922616,Park,Windsor,Vermont,432024N,0723018W,571,Chester,,11-MAY-2001
Springfield Police Department,2752789,Building,Windsor,Vermont,431718N,0722821W,344,Springfield,,01-APR-2014
Springfield Pool,1922617,Locale,Windsor,Vermont,431823N,0722916W,682,Springfield,,11-MAY-2001
Springfield Post Office,1922618,Post Office,Windsor,Vermont,431746N,0722850W,381,Springfield,,11-MAY-2001
Springfield Reservoir,1459649,Reservoir,Windsor,Vermont,432108N,0722918W,679,Springfield,,29-OCT-1980
Springfield Reservoir Dam,1766575,Dam,Windsor,Vermont,432105N,0722923W,679,Springfield,,19-DEC-1997
Springfield Shopping Plaza Shopping Center,1922619,Locale,Windsor,Vermont,431813N,0722932W,446,Springfield,,11-MAY-2001
Springfield Supervisory Union,2427514,School,Windsor,Vermont,431756N,0722906W,479,Springfield,,27-MAY-2008
Springfield Town Forest,1922620,Forest,Windsor,Vermont,432110N,0722803W,942,Springfield,,11-MAY-2001
Springfield Town Forest,1922621,Forest,Windsor,Vermont,431831N,0722750W,1102,Springfield,,11-MAY-2001
Springfield Town Library,1922622,Building,Windsor,Vermont,431749N,0722855W,397,Springfield,,11-MAY-2001
Springfield Town Offices,1922623,Building,Windsor,Vermont,431749N,0722851W,430,Springfield,,11-MAY-2001
Springfield United Methodist Church,1922624,Church,Windsor,Vermont,431759N,0722854W,430,Springfield,,11-MAY-2001
Town of Springfield,1462214,Civil,Windsor,Vermont,431726N,0722851W,531,Springfield,,01-SEP-1995
WCFR-AM (Springfield),1461991,Tower,Windsor,Vermont,431654N,0722919W,830,Springfield,,01-AUG-1994
WMKS-FM (Springfield),1462006,Tower,Windsor,Vermont,431654N,0722919W,830,Springfield,,01-AUG-1994
West Springfield,1460172,Populated Place,Windsor,Vermont,431728N,0723118W,784,Chester,,29-OCT-1980
West Springfield School (historical),1922716,School,Windsor,Vermont,431734N,0723115W,738,Chester,,11-MAY-2001
Getchell,1505119,Populated Place,Snohomish,Washington,480419N,1220549W,371,Lake Stevens,,10-SEP-1979
Juda,1577668,Populated Place,Green,Wisconsin,423523N,0893021W,846,Juda,,29-AUG-1980
Lomira,1568503,Populated Place,Dodge,Wisconsin,433529N,0882637W,1053,Lomira,,29-AUG-1980
Saint Bridgets Church,1572875,Church,Eau Claire,Wisconsin,445105N,0911819W,932,Fall Creek,,29-AUG-1980
Springfield,1574721,Populated Place,Walworth,Wisconsin,423830N,0882443W,853,Springfield,,29-AUG-1980
Springfield Census Designated Place,2586555,Census,Walworth,Wisconsin,423826N,0882449W,860,Springfield,,10-JUN-2010
Springfield Corners,1574722,Locale,Marquette,Wisconsin,435651N,0892947W,971,Westfield East,,29-AUG-1980
Springfield Corners,1574723,Populated Place,Dane,Wisconsin,431131N,0893359W,968,Springfield Corners,,29-AUG-1980
Springfield Pond,2761903,Lake,Dane,Wisconsin,431135N,0893342W,968,Springfield Corners,,27-JUN-2014
Springfield Post Office,2768323,Post Office,Walworth,Wisconsin,423824N,0882451W,850,Springfield,,04-AUG-2015
Springfield Prairie School (historical),1578442,School,Eau Claire,Wisconsin,445102N,0911749W,942,Fall Creek,,01-JUN-1992
Springfield School,1574724,School,Dane,Wisconsin,431112N,0893324W,1004,Springfield Corners,,29-AUG-1980
Springfield Township Fire Department,2697673,Building,Marquette,Wisconsin,435524N,0893343W,994,Westfield West,,25-FEB-2012
Town of Springfield,1584192,Civil,Dane,Wisconsin,430946N,0893229W,1027,Springfield Corners,,01-SEP-1995
Town of Springfield,1584193,Civil,Jackson,Wisconsin,441726N,0910613W,958,Taylor,,01-SEP-1995
Town of Springfield,1584194,Civil,Marquette,Wisconsin,435618N,0893225W,981,Westfield West,,01-SEP-1995
Town of Springfield,1584195,Civil,St. Croix,Wisconsin,445923N,0921153W,1142,Wilson,,01-SEP-1995
Springfield,1547219,Populated Place,Hampshire,West Virginia,392702N,0784137W,735,Springfield,,27-JUN-1980
Springfield - Green Spring Elementary School,1718723,School,Hampshire,West Virginia,392701N,0784147W,755,Springfield,,06-DEC-1996
Springfield Academy (historical),1718722,School,Hampshire,West Virginia,Unknown,Unknown,,Unknown,,06-DEC-1996
Springfield Area Rescue Squad,2581070,Building,Hampshire,West Virginia,392708N,0784130W,748,Springfield,,21-JUN-2010
Springfield Census Designated Place,2586885,Census,Hampshire,West Virginia,392642N,0784152W,761,Springfield,,10-JUN-2010
Springfield Church,1547220,Church,Monroe,West Virginia,373203N,0803940W,1742,Greenville,,27-JUN-1980
Springfield District,1928369,Civil,Hampshire,West Virginia,392738N,0783925W,1227,Springfield,,23-JUL-2001
Springfield District (historical),1928370,Civil,Monroe,West Virginia,373124N,0803908W,1742,Greenville,,23-JUL-2001
Springfield Hill Cemetery,2726696,Cemetery,Hampshire,West Virginia,392711N,0784152W,814,Springfield,,10-APR-2013
Springfield Post Office,1718724,Post Office,Hampshire,West Virginia,392709N,0784148W,745,Springfield,,06-DEC-1996
Springfield Spring,1677932,Spring,Hampshire,West Virginia,392626N,0784039W,607,Springfield,,22-MAR-1996
Springfield Valley,1547221,Valley,Hampshire,West Virginia,392702N,0784111W,702,Springfield,,27-JUN-1980
Springfield Valley Volunteer Fire Department,2577643,Building,Hampshire,West Virginia,392656N,0784124W,718,Springfield,,11-MAY-2010
Springfield Valley Volunteer Fire Department,2775490,Building,Hampshire,West Virginia,393137N,0783717W,554,Oldtown,,17-MAR-2016
Springfield Wildlife Management Area,1718725,Park,Hampshire,West Virginia,392755N,0783919W,1542,Springfield,,06-DEC-1996
